td_prob,opp_td_prob,fg_prob,opp_fg_prob,safety_prob,opp_safety_prob,no_score_prob,ep,season,home_team,posteam,roof,half_seconds_remaining,yardline_100,down,ydstogo,posteam_timeouts_remaining,defteam_timeouts_remaining,epa
0.3771444857120514,0.023856274783611298,0.30932289361953735,0.019877007231116295,0.002763297874480486,3.205001703463495e-4,0.2667155861854553,3.346240731072612,1979,North Dallas Bulls,North Dallas Bulls,outdoors,120,25,1,10,1,3,-0.8375332035357133
0.2302260845899582,0.0217374786734581,0.3754406273365021,0.026901081204414368,0.002135062823072076,3.0073896050453186e-4,0.34325894713401794,2.508707527536899,1979,North Dallas Bulls,North Dallas Bulls,outdoors,80,28,2,13,1,3,-0.48710707569262013
0.1668955683708191,0.018442466855049133,0.34350675344467163,0.01623406633734703,5.976987886242568e-4,2.923588326666504e-4,0.4540310502052307,2.0216004518442787,1979,North Dallas Bulls,North Dallas Bulls,outdoors,65,28,3,13,0,3,1.2532308520167135
0.34724709391593933,0.008544012904167175,0.3040187358856201,0.002769690239802003,3.9022680721245706e-4,3.0892688664607704e-4,0.336721271276474,3.274831303860992,1979,North Dallas Bulls,North Dallas Bulls,outdoors,24,18,1,10,0,3,-1.5502720701042563
0.08243978768587112,0.015888074412941933,0.4218045771121979,0.002231357619166374,3.7264611455611885e-4,3.838549309875816e-4,0.47687971591949463,1.724559233756736,1979,North Dallas Bulls,North Dallas Bulls,outdoors,16,28,1,20,0,3,0.1809188392944634
0.04464906454086304,0.007000732701271772,0.5482799410820007,0.0010207218583673239,3.6604772321879864e-4,2.850014716386795e-4,0.3983984589576721,1.9054780730511993,1979,North Dallas Bulls,North Dallas Bulls,outdoors,1,15,2,7,0,3,4.094521926948801
